STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,BURGLARY,THEFT,RIOTS,ROBBERY,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES
UTTAR PRADESH,FATEHPUR,2006,87,9,22,1,46,79,11,11,27,14,0
UTTAR PRADESH,FIROZABAD,2006,127,16,92,15,65,359,89,90,35,29,0
UTTAR PRADESH,G.R.P.,2006,18,1,7,5,0,761,13,22,0,18,0
UTTAR PRADESH,GAUTAMBUDH NAGAR,2006,87,26,52,6,115,946,61,37,13,35,0
UTTAR PRADESH,GHAZIABAD,2006,146,29,109,0,114,1109,70,44,41,26,0
UTTAR PRADESH,GHAZIPUR,2006,44,8,14,3,33,103,46,18,22,8,0
UTTAR PRADESH,GONDA,2006,55,22,44,5,77,167,36,30,28,27,0
UTTAR PRADESH,GORAKHPUR,2006,89,23,44,3,98,318,97,36,16,24,0
UTTAR PRADESH,HAMIRPUR,2006,36,8,6,1,16,33,11,3,12,16,0
UTTAR PRADESH,HARDOI,2006,87,30,42,0,38,150,10,17,35,55,0
UTTAR PRADESH,HATHRAS,2006,71,23,45,8,51,220,63,37,22,50,0
UTTAR PRADESH,J.P.NAGAR,2006,72,21,28,3,34,131,37,20,14,22,0
UTTAR PRADESH,JALAUN,2006,48,4,29,2,32,81,16,6,36,31,0
UTTAR PRADESH,JAUNPUR,2006,62,18,25,3,42,161,39,29,46,26,0
UTTAR PRADESH,JHANSI,2006,47,8,12,1,29,128,10,6,21,19,0
UTTAR PRADESH,KANNAUJ,2006,45,6,41,1,17,97,15,10,19,31,0
UTTAR PRADESH,KANPUR DEHAT,2006,50,16,31,4,34,112,44,17,50,40,0
UTTAR PRADESH,KANPUR NAGAR,2006,144,27,117,12,172,837,128,63,67,64,0
UTTAR PRADESH,KAUSHAMBI,2006,50,15,19,1,37,44,12,10,17,12,0
UTTAR PRADESH,KHIRI,2006,105,39,68,1,55,169,42,26,60,47,0
UTTAR PRADESH,KUSHI NAGAR,2006,20,9,20,0,54,107,65,6,24,15,0
UTTAR PRADESH,LALITPUR,2006,19,7,12,1,22,43,15,5,9,16,0
UTTAR PRADESH,LUCKNOW,2006,167,51,205,7,462,2296,267,241,39,100,0
UTTAR PRADESH,MAHARAJGANJ,2006,25,21,22,1,26,52,29,9,12,17,0
UTTAR PRADESH,MAHOBA,2006,44,3,9,3,15,33,19,9,9,3,0
UTTAR PRADESH,MAINPURI,2006,110,16,42,3,37,170,39,27,35,12,0
UTTAR PRADESH,MATHURA,2006,104,30,57,5,105,596,91,49,25,66,0
UTTAR PRADESH,MAU,2006,33,7,24,2,67,112,77,12,10,8,0
UTTAR PRADESH,MEERUT,2006,185,37,108,6,149,1003,135,86,21,74,0
UTTAR PRADESH,MIRZAPUR,2006,51,14,18,1,39,101,22,12,22,11,0
UTTAR PRADESH,MORADABAD,2006,151,44,94,5,103,557,75,37,23,69,0
UTTAR PRADESH,MUZAFFARNAGAR,2006,230,31,120,10,84,628,144,86,39,46,0
UTTAR PRADESH,PILIBHIT,2006,47,13,27,2,12,65,9,8,16,39,0
UTTAR PRADESH,PRATAPGARH,2006,64,30,61,1,119,176,109,26,30,30,0
UTTAR PRADESH,RAIBAREILLY,2006,53,21,40,2,54,188,44,13,23,40,0
UTTAR PRADESH,RAMPUR,2006,57,11,43,2,37,242,39,22,13,32,0
UTTAR PRADESH,SAHARANPUR,2006,78,15,41,3,73,410,85,36,16,42,0
UTTAR PRADESH,SANT KABIRNAGAR,2006,19,4,18,0,22,46,18,11,7,7,0
UTTAR PRADESH,SHAHJAHANPUR,2006,115,21,57,5,33,141,28,20,34,21,0
UTTAR PRADESH,SHRAWASTI,2006,11,6,21,2,21,33,20,3,16,12,0
UTTAR PRADESH,SIDHARTHNAGAR,2006,17,4,28,4,43,86,18,10,15,12,0
UTTAR PRADESH,SITAPUR,2006,124,47,78,2,82,387,60,33,58,68,0
UTTAR PRADESH,SONBHADRA,2006,31,8,4,0,25,41,11,5,10,14,0
UTTAR PRADESH,ST.RAVIDASNAGAR,2006,19,2,5,1,24,47,18,10,9,6,0
UTTAR PRADESH,SULTANPUR,2006,77,25,31,3,81,169,41,32,23,21,0
UTTAR PRADESH,UNNAO,2006,96,37,44,3,44,159,37,19,37,35,0
UTTAR PRADESH,VARANASI,2006,73,16,45,0,123,714,120,40,23,10,0
UTTAR PRADESH,TOTAL,2006,5480,1314,3318,218,4577,20447,3774,2024,1798,2096,0
UTTARAKHAND,ALMORA,2006,15,11,5,0,13,36,11,11,5,3,0
UTTARAKHAND,BAGESHWAR,2006,11,4,4,0,9,14,0,7,4,6,0
UTTARAKHAND,CHAMOLI,2006,5,7,4,0,20,13,25,3,5,2,0
UTTARAKHAND,CHAMPAWAT,2006,5,3,1,1,4,15,3,3,0,4,0
UTTARAKHAND,DEHRADUN,2006,40,23,43,3,123,373,94,26,9,28,0
UTTARAKHAND,HARIDWAR,2006,54,32,64,10,78,707,105,54,11,45,0
UTTARAKHAND,NAINITAL,2006,25,9,17,1,38,155,30,8,7,7,0
UTTARAKHAND,PAURI GARHWAL,2006,16,4,8,4,55,42,16,3,8,3,0
UTTARAKHAND,PITHORAGARH,2006,10,8,3,0,15,25,6,7,3,13,0
UTTARAKHAND,RUDRA PRAYAG,2006,4,3,2,0,16,12,12,4,8,3,0
UTTARAKHAND,TEHRI GARHWAL,2006,11,9,9,0,13,22,14,2,6,0,0
UTTARAKHAND,UDHAMSINGH NAGAR,2006,74,23,46,12,71,261,156,26,11,34,0
UTTARAKHAND,UTTARKASHI,2006,4,11,6,0,15,21,17,3,3,5,0
UTTARAKHAND,TOTAL,2006,274,147,212,31,470,1696,489,157,80,153,0
WEST BENGAL,24 PARGANAS NORTH,2006,154,174,186,15,37,1440,180,29,74,175,0
WEST BENGAL,24 PARGANAS SOUTH,2006,138,190,155,14,165,1019,289,17,68,157,0
WEST BENGAL,ASANSOL,2006,42,19,16,3,9,154,51,17,13,11,0
WEST BENGAL,BANKURA,2006,55,51,26,9,6,205,62,16,24,43,0
WEST BENGAL,BIRBHUM,2006,72,57,39,9,21,264,124,32,18,34,0
WEST BENGAL,BURDWAN,2006,90,64,41,12,38,568,201,43,27,91,0
WEST BENGAL,COOCHBEHAR,2006,31,124,48,2,10,135,45,6,5,116,0
WEST BENGAL,DAKSHIN DINAJPUR,2006,26,32,49,1,10,95,36,4,11,60,0
WEST BENGAL,DARJEELING,2006,52,30,43,4,15,448,14,5,1,44,0
WEST BENGAL,HOOGHLY,2006,81,43,28,11,35,511,254,25,8,37,0
WEST BENGAL,HOWRAH,2006,53,60,66,6,13,639,160,8,26,75,0
WEST BENGAL,HOWRAH G.R.P.,2006,9,0,3,3,1,696,2,4,2,5,0
WEST BENGAL,JALPAIGURI,2006,86,118,56,5,25,497,32,18,6,102,0
WEST BENGAL,KHARAGPUR G.R.P.,2006,2,0,0,1,0,88,1,4,1,3,0
WEST BENGAL,KOLKATA,2006,25,38,94,11,115,2566,167,51,4,173,1
WEST BENGAL,MALDA,2006,63,74,48,10,34,399,53,26,5,110,0
WEST BENGAL,MURSHIDABAD,2006,95,224,118,6,6,702,175,22,30,217,0
WEST BENGAL,NADIA,2006,101,158,152,14,16,846,164,16,43,175,0
WEST BENGAL,PASCHIM MIDNAPUR,2006,99,79,50,15,24,327,153,30,25,73,0
WEST BENGAL,PURAB MIDNAPUR,2006,61,71,59,7,12,262,125,10,27,37,0
WEST BENGAL,PURULIA,2006,41,48,13,3,4,141,55,20,20,41,0
WEST BENGAL,SEALDAH G.R.P.,2006,12,1,5,4,0,174,2,8,2,4,0
WEST BENGAL,SILIGURI G.R.P.,2006,3,0,4,0,0,63,6,0,0,1,0
WEST BENGAL,UTTAR DINAJPUR,2006,34,76,56,12,5,293,34,15,5,53,0
WEST BENGAL,TOTAL,2006,1425,1731,1355,177,601,12532,2385,426,445,1837,1
A & N ISLANDS,ANDAMAN,2006,3,6,5,0,81,100,10,5,0,12,0
A & N ISLANDS,NICOBAR,2006,1,0,0,0,1,1,0,0,0,2,0
A & N ISLANDS,TOTAL,2006,4,6,5,0,82,101,10,5,0,14,0
CHANDIGARH,CHANDIGARH,2006,12,19,65,1,189,1234,44,34,10,20,0
CHANDIGARH,TOTAL,2006,12,19,65,1,189,1234,44,34,10,20,0
D & N HAVELI,D and N HAVELI,2006,9,6,18,5,41,61,8,5,1,5,0
D & N HAVELI,TOTAL,2006,9,6,18,5,41,61,8,5,1,5,0
DAMAN & DIU,DAMAN,2006,6,1,3,8,54,54,19,1,0,2,0
DAMAN & DIU,DIU,2006,0,2,0,0,6,9,5,0,0,0,0
DAMAN & DIU,TOTAL,2006,6,3,3,8,60,63,24,1,0,2,0
DELHI UT,CENTRAL,2006,22,17,73,0,63,1036,5,22,3,21,0
DELHI UT,DELHI UT TOTAL,2006,476,623,1442,14,1950,17498,87,541,137,718,0
DELHI UT,EAST,2006,39,61,118,3,168,2096,14,66,9,86,0
DELHI UT,GRP(RLY),2006,5,1,11,0,1,945,0,3,1,0,0
DELHI UT,IGI AIRPORT,2006,2,0,8,0,2,160,0,8,0,2,0
DELHI UT,NEW DELHI,2006,7,6,26,0,42,754,15,20,0,31,0
DELHI UT,NORTH,2006,28,22,41,0,78,701,4,29,8,27,0
DELHI UT,NORTH-EAST,2006,61,93,197,3,173,1246,11,82,28,92,0
DELHI UT,NORTH-WEST,2006,128,169,437,4,456,2690,12,105,28,137,0
DELHI UT,SOUTH,2006,66,87,215,2,350,3820,12,117,19,141,0
DELHI UT,SOUTH-WEST,2006,52,79,161,0,345,1739,9,48,24,84,0
DELHI UT,STF,2006,0,0,0,0,0,1,0,2,0,0,0
DELHI UT,WEST,2006,66,88,155,2,272,2310,5,39,17,97,0
LAKSHADWEEP,LAKSHADWEEP,2006,0,0,0,0,2,17,12,0,0,0,0
LAKSHADWEEP,TOTAL,2006,0,0,0,0,2,17,12,0,0,0,0
PUDUCHERRY,KARAIKAL,2006,2,1,5,0,18,94,41,1,1,7,0
PUDUCHERRY,PONDICHERRY,2006,28,8,13,2,66,466,153,2,2,49,0
PUDUCHERRY,TOTAL,2006,30,9,18,2,84,560,194,3,3,56,0
ANDHRA PRADESH,ADILABAD,2007,112,46,83,4,211,481,95,9,21,156,0
ANDHRA PRADESH,ANANTAPUR,2007,149,31,87,10,203,603,85,20,14,176,0
ANDHRA PRADESH,CHITTOOR,2007,129,31,102,27,217,1134,74,25,25,118,0
ANDHRA PRADESH,CUDDAPAH,2007,96,32,76,4,163,420,85,8,8,139,0
ANDHRA PRADESH,CYBERABAD,2007,186,45,147,21,1165,2928,88,90,41,118,0
ANDHRA PRADESH,EAST GODAVARI,2007,99,30,84,1,428,1361,26,19,19,159,0
ANDHRA PRADESH,GUNTAKAL RLY.,2007,3,0,2,2,0,119,0,2,0,0,0
ANDHRA PRADESH,GUNTUR,2007,157,43,93,4,251,1128,60,19,28,292,0
ANDHRA PRADESH,HYDERABAD CITY,2007,121,58,148,6,993,4542,214,96,41,216,0
ANDHRA PRADESH,KARIMNAGAR,2007,123,73,152,3,301,803,158,16,61,315,0
ANDHRA PRADESH,KHAMMAM,2007,125,81,104,4,242,562,159,27,28,176,0
ANDHRA PRADESH,KRISHNA,2007,64,27,57,0,164,521,20,10,13,161,0
ANDHRA PRADESH,KURNOOL,2007,124,36,85,12,247,406,88,11,7,327,0
ANDHRA PRADESH,MAHABOOBNAGAR,2007,173,87,86,10,261,759,87,34,27,132,0
ANDHRA PRADESH,MEDAK,2007,128,51,65,2,268,602,62,25,49,115,0
ANDHRA PRADESH,NALGONDA,2007,135,69,87,8,240,468,117,45,36,233,0
ANDHRA PRADESH,NELLORE,2007,68,44,67,2,239,718,63,11,14,203,0
ANDHRA PRADESH,NIZAMABAD,2007,151,23,60,22,287,490,84,17,25,88,0
ANDHRA PRADESH,PRAKASHAM,2007,78,40,74,4,207,511,27,20,7,171,0
ANDHRA PRADESH,RANGA REDDY,2007,72,21,27,3,110,150,19,2,25,40,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2007,12,0,0,0,0,339,0,6,0,2,0
ANDHRA PRADESH,SRIKAKULAM,2007,31,30,19,2,142,206,35,8,12,99,0
ANDHRA PRADESH,VIJAYAWADA CITY,2007,33,17,64,0,225,1377,2,31,10,131,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2007,3,0,0,1,0,293,2,4,0,4,0
ANDHRA PRADESH,VISAKHA RURAL,2007,70,12,11,2,90,111,57,7,7,57,0
ANDHRA PRADESH,VISAKHAPATNAM,2007,21,24,39,9,370,1215,24,24,14,100,0
ANDHRA PRADESH,VIZIANAGARAM,2007,34,10,23,3,97,253,17,5,3,90,0
ANDHRA PRADESH,WARANGAL,2007,106,57,138,1,277,697,217,15,56,279,0
ANDHRA PRADESH,WEST GODAVARI,2007,62,52,117,3,279,1194,33,8,22,309,0
ANDHRA PRADESH,TOTAL,2007,2665,1070,2097,170,7677,24391,1998,614,613,4406,0
ARUNACHAL PRADESH,CHANGLANG,2007,5,7,2,2,16,35,0,6,0,5,0
ARUNACHAL PRADESH,DIBANG VALLEY,2007,7,2,4,1,7,31,1,2,0,5,0
ARUNACHAL PRADESH,K/KUMEY,2007,2,1,4,0,11,19,0,1,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2007,6,1,4,0,14,29,1,2,0,10,0
ARUNACHAL PRADESH,KAMENG WEST,2007,2,1,1,1,4,26,1,6,0,2,0
ARUNACHAL PRADESH,LOHIT,2007,17,5,12,0,19,42,1,5,0,4,0
ARUNACHAL PRADESH,PAPUM PARE,2007,4,8,20,1,56,138,7,23,0,15,0
ARUNACHAL PRADESH,SIANG EAST,2007,5,8,4,3,28,63,2,15,0,12,0
ARUNACHAL PRADESH,SIANG UPPER,2007,2,5,0,0,8,23,0,1,0,2,0
ARUNACHAL PRADESH,SIANG WEST,2007,6,3,6,2,30,35,1,8,0,5,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2007,0,3,4,3,12,24,2,3,0,3,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2007,1,3,4,1,10,22,0,0,0,5,0
ARUNACHAL PRADESH,TAWANG,2007,3,1,0,0,9,10,0,1,0,2,0
ARUNACHAL PRADESH,TIRAP,2007,7,0,3,2,16,16,0,1,0,2,0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2007,1,0,0,0,0,0,0,1,0,0,0
ARUNACHAL PRADESH,TOTAL,2007,68,48,68,16,240,513,16,75,0,72,0
ASSAM,BARPETA,2007,40,83,87,19,151,211,213,19,10,16,0
ASSAM,BASKA,2007,29,7,19,0,20,26,10,5,2,7,0
ASSAM,BONGAIGAON,2007,15,40,45,11,72,107,53,5,5,13,0
ASSAM,C.I.D.,2007,0,0,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,2007,61,58,117,28,173,505,250,13,4,30,0
ASSAM,CHIRANG,2007,12,10,20,18,11,32,45,9,0,13,0
ASSAM,DARRANG,2007,23,61,45,5,69,135,72,15,3,111,0
ASSAM,DHEMAJI,2007,20,70,42,5,28,150,24,6,0,40,0
ASSAM,DHUBRI,2007,44,148,138,7,102,198,664,17,12,128,0
ASSAM,DIBRUGARH,2007,112,55,93,9,87,436,23,23,0,29,0
ASSAM,G.R.P.,2007,2,3,3,1,0,73,2,6,0,0,0
ASSAM,GOALPARA,2007,31,51,51,8,65,174,30,13,4,45,0
ASSAM,GOLAGHAT,2007,80,64,78,2,95,281,0,29,0,50,0
ASSAM,GUWAHATI CITY,2007,68,71,284,14,458,1941,73,81,6,24,0
ASSAM,HAILAKANDI,2007,27,26,42,8,48,71,126,1,3,15,0
ASSAM,JORHAT,2007,46,45,70,2,92,299,90,16,3,21,0
ASSAM,KAMRUP,2007,47,74,63,25,96,393,85,26,0,7,0
ASSAM,KARBI ANGLONG,2007,73,16,43,9,12,161,44,10,3,10,0
ASSAM,KARIMGANJ,2007,29,49,40,11,71,182,185,13,13,5,0
ASSAM,KOKRAJHAR,2007,41,42,47,4,58,176,58,13,1,35,0
ASSAM,LAKHIMPUR,2007,41,62,84,6,102,166,87,8,0,47,0
ASSAM,MORIGAON,2007,21,65,57,6,73,123,53,3,3,63,0
ASSAM,N.C.HILLS,2007,34,5,12,2,11,44,14,10,2,4,0
ASSAM,NAGAON,2007,92,114,208,51,236,394,229,58,11,5,0
ASSAM,NALBARI,2007,21,12,32,5,61,90,10,11,3,18,0
ASSAM,R.P.O.,2007,5,1,0,5,0,7,1,0,0,0,0
ASSAM,SIBSAGAR,2007,78,53,54,8,119,295,39,28,0,24,0
ASSAM,SONITPUR,2007,102,70,80,9,128,460,97,23,8,20,0
ASSAM,TINSUKIA,2007,143,57,91,8,102,533,13,21,0,9,0
ASSAM,UDALGURI,2007,37,25,26,13,63,91,11,14,4,0,0
ASSAM,TOTAL,2007,1374,1437,1971,299,2603,7754,2601,496,100,789,0
BIHAR,ARARIA,2007,48,47,27,41,67,228,95,51,11,51,0
BIHAR,ARWAL,2007,19,8,4,5,18,53,30,4,12,0,0
BIHAR,AURANGABAD,2007,68,30,35,29,82,289,216,27,36,25,0
BIHAR,BAGAHA,2007,37,38,58,4,20,170,98,9,6,10,0
BIHAR,BANKA,2007,56,74,34,24,84,111,264,28,24,4,0
BIHAR,BEGUSARAI,2007,100,25,85,8,55,329,272,73,43,15,0
BIHAR,BETTIAH,2007,61,23,17,12,40,208,202,15,21,12,0
BIHAR,BHABHUA,2007,50,12,25,7,61,192,191,19,24,5,0
BIHAR,BHAGALPUR,2007,92,25,76,15,114,425,210,31,21,33,0
BIHAR,BHOJPUR,2007,112,41,57,11,112,333,222,47,42,60,0
BIHAR,BUXAR,2007,36,13,32,11,51,166,154,29,23,37,0
BIHAR,DARBHANGA,2007,72,47,91,10,63,318,55,19,39,41,0
BIHAR,GAYA,2007,157,28,59,48,118,439,316,90,74,15,0
BIHAR,GOPALGANJ,2007,48,9,21,11,59,203,193,32,22,15,0
BIHAR,JAMALPUR RLY.,2007,6,1,2,11,0,59,4,10,0,2,0
BIHAR,JAMUI,2007,51,46,31,20,44,104,166,26,8,12,0
BIHAR,JEHANABAD,2007,40,7,27,11,26,85,87,16,19,7,0
BIHAR,KATIHAR,2007,71,149,135,8,55,165,200,26,14,25,0
BIHAR,KATIHAR RLY.,2007,6,2,7,9,10,238,13,10,0,0,0
BIHAR,KHAGARIA,2007,48,21,44,8,16,86,241,26,14,15,0
BIHAR,KISHANGANJ,2007,23,53,65,7,38,108,80,11,8,25,0
BIHAR,LAKHISARAI,2007,32,31,36,5,31,104,83,22,10,14,0
BIHAR,MADHEPURA,2007,65,32,36,12,29,120,139,34,7,3,4
BIHAR,MADHUBANI,2007,76,47,71,17,71,228,318,16,27,36,0
BIHAR,MOTIHARI,2007,111,25,104,25,128,444,348,41,61,20,0
BIHAR,MUNGER,2007,76,25,52,5,40,237,246,37,10,0,0
BIHAR,MUZAFFARPUR,2007,143,77,169,31,197,875,402,74,93,12,0
BIHAR,MUZAFFARPUR RLY.,2007,12,2,4,4,10,331,2,15,1,0,0
BIHAR,NALANDA,2007,102,14,105,18,72,406,160,41,57,33,0
BIHAR,NAUGACHIA,2007,30,7,14,2,23,58,119,11,9,6,0
BIHAR,NAWADAH,2007,75,38,29,7,51,113,199,18,15,6,0
BIHAR,PATNA,2007,317,74,313,57,644,1606,497,380,80,19,0
BIHAR,PATNA RLY.,2007,15,2,8,11,0,536,6,10,2,12,0
BIHAR,PURNEA,2007,101,219,143,31,101,220,175,54,17,61,4
BIHAR,ROHTAS,2007,89,23,29,11,106,287,124,36,58,21,0
BIHAR,SAHARSA,2007,50,17,35,9,39,128,218,57,14,31,0
BIHAR,SAMASTIPUR,2007,78,54,98,14,86,320,312,42,55,11,25
BIHAR,SARAN,2007,112,57,41,39,110,410,331,93,47,4,0
BIHAR,SHEIKHPURA,2007,25,4,11,6,11,69,70,9,3,5,0
BIHAR,SHEOHAR,2007,25,13,8,1,8,35,97,2,1,13,1
BIHAR,SITAMARHI,2007,55,12,52,27,90,235,180,36,30,13,22
BIHAR,SIWAN,2007,80,17,75,24,75,202,121,70,32,9,0
BIHAR,SUPAUL,2007,44,43,34,11,47,168,239,39,14,69,0
BIHAR,VAISHALI,2007,120,23,131,9,157,354,267,51,68,46,0
BIHAR,TOTAL,2007,3034,1555,2530,686,3259,11795,7962,1787,1172,853,56
CHHATTISGARH,BALRAMPUR,2007,34,46,2,3,33,25,25,6,1,45,0
CHHATTISGARH,BILASPUR,2007,93,61,22,3,527,784,158,62,26,179,0
CHHATTISGARH,BIZAPUR,2007,113,4,9,29,9,9,11,1,0,4,0
CHHATTISGARH,DANTEWARA,2007,87,8,6,13,52,66,9,1,0,8,0
CHHATTISGARH,DHAMTARI,2007,14,26,8,1,138,157,23,6,1,63,0
CHHATTISGARH,DURG,2007,76,119,35,7,456,808,55,51,14,200,0
CHHATTISGARH,GRP RAIPUR,2007,1,1,1,0,5,186,3,3,1,4,0
CHHATTISGARH,JAGDALPUR,2007,70,60,14,2,85,122,60,13,2,45,0
CHHATTISGARH,JANJGIR,2007,56,54,7,2,251,256,69,28,13,97,0
CHHATTISGARH,JASHPUR,2007,57,61,22,13,82,82,27,32,1,43,0
CHHATTISGARH,KABIRDHAM,2007,17,29,3,0,81,97,19,3,3,57,0
CHHATTISGARH,KANKER,2007,38,22,6,9,81,85,29,16,1,24,0
CHHATTISGARH,KORBA,2007,47,31,5,3,152,290,31,15,1,69,0
CHHATTISGARH,KORIYA,2007,42,66,8,2,191,172,23,16,0,77,0
CHHATTISGARH,MAHASAMUND,2007,16,25,4,2,122,212,17,10,2,56,0
CHHATTISGARH,NARAYANPUR,2007,25,3,3,4,9,4,0,2,0,2,0
CHHATTISGARH,RAIGARH,2007,62,55,7,1,222,329,80,23,7,86,0
CHHATTISGARH,RAIPUR,2007,110,120,53,8,714,1172,139,61,15,253,0
CHHATTISGARH,RAJNANDGAON,2007,44,54,16,3,219,247,28,18,8,78,0
CHHATTISGARH,SARGUJA,2007,54,72,9,5,96,170,30,33,1,78,0
CHHATTISGARH,SURAJPUR,2007,41,65,4,5,107,108,45,27,3,81,0
CHHATTISGARH,TOTAL,2007,1097,982,244,115,3632,5381,881,427,100,1549,0
GOA,NORTH GOA,2007,15,5,3,0,180,275,47,9,2,8,0
GOA,SOUTH GOA,2007,18,15,9,7,112,219,23,13,0,12,0
GOA,TOTAL,2007,33,20,12,7,292,494,70,22,2,20,0
GUJARAT,AHMEDABAD COMMR.,2007,100,37,213,13,677,4302,133,417,4,104,0
GUJARAT,AHMEDABAD RURAL,2007,30,6,48,7,133,434,61,38,0,22,0
GUJARAT,AHWA-DANG,2007,8,5,0,0,6,11,5,2,0,5,0
GUJARAT,AMRELI,2007,30,7,49,3,98,172,62,11,0,20,0
GUJARAT,ANAND,2007,26,10,59,9,161,589,33,21,0,22,0
GUJARAT,BHARUCH,2007,38,8,15,6,112,277,29,11,0,18,0
GUJARAT,BHAVNAGAR,2007,43,18,104,12,338,879,156,76,1,94,0
GUJARAT,DAHOD,2007,40,8,35,26,53,176,66,56,0,25,0
GUJARAT,GANDHINAGAR,2007,19,12,24,5,129,434,39,21,1,17,0
GUJARAT,HIMATNAGAR,2007,46,5,35,6,132,234,46,9,0,33,0
GUJARAT,JAMNAGAR,2007,41,11,22,5,182,404,64,23,0,15,0
GUJARAT,JUNAGADH,2007,46,13,56,5,175,545,64,43,1,42,0
GUJARAT,KHEDA NORTH,2007,43,10,35,6,138,393,49,8,0,31,0
GUJARAT,KUTCH,2007,49,10,36,13,316,578,60,34,2,20,0
GUJARAT,MEHSANA,2007,31,6,50,10,245,699,93,27,2,23,0
GUJARAT,NARMADA,2007,15,6,4,0,11,31,5,1,0,8,0
GUJARAT,NAVSARI,2007,26,2,14,9,45,100,10,6,0,3,0
GUJARAT,PALANPUR,2007,45,19,55,4,186,456,81,31,2,65,0
GUJARAT,PANCHMAHAL,2007,55,16,44,22,98,216,29,20,0,33,0
GUJARAT,PATAN,2007,18,6,43,4,107,434,59,16,0,33,0
GUJARAT,PORBANDAR,2007,6,1,8,0,32,64,11,4,0,4,0
GUJARAT,RAJKOT COMMR.,2007,37,4,46,2,203,846,57,32,3,17,0
GUJARAT,RAJKOT RURAL,2007,32,25,58,14,164,376,65,32,4,26,0
GUJARAT,SURAT COMMR.,2007,108,24,117,15,447,2423,111,42,21,44,0
GUJARAT,SURAT RURAL,2007,57,4,18,10,68,182,36,11,1,5,0
GUJARAT,SURENDRANAGAR,2007,22,17,29,8,89,270,65,19,0,48,0
GUJARAT,VADODARA COMMR.,2007,24,8,47,9,359,1403,119,25,0,11,0
GUJARAT,VADODARA RURAL,2007,76,10,39,6,46,192,34,13,0,21,0
GUJARAT,VALSAD,2007,39,8,5,8,99,233,21,11,0,6,0
GUJARAT,W.RLY,2007,16,0,4,8,21,811,5,35,0,7,0
GUJARAT,TOTAL,2007,1166,316,1312,245,4870,18164,1668,1095,42,822,0
HARYANA,AMBALA,2007,39,23,15,5,253,366,0,11,16,11,0
HARYANA,BHIWANI,2007,62,17,32,6,231,391,125,26,17,23,0
HARYANA,FARIDABAD,2007,65,37,154,11,329,1268,153,32,19,23,0
HARYANA,FATEHABAD,2007,25,7,25,1,107,256,22,7,2,16,0
HARYANA,GRP,2007,19,2,7,3,1,427,6,18,5,6,0
HARYANA,GURGAON,2007,93,40,111,32,724,2230,97,123,17,36,0
HARYANA,HISSAR,2007,55,21,47,0,200,494,30,11,7,19,0
HARYANA,JHAJJAR,2007,55,14,30,4,104,260,53,15,19,10,0
HARYANA,JIND,2007,34,19,24,1,147,264,91,16,12,14,0
HARYANA,KAITHAL,2007,32,14,16,7,144,240,0,9,14,26,0
HARYANA,KARNAL,2007,53,47,26,4,291,702,60,26,13,28,0
HARYANA,KURUKSHETRA,2007,27,21,18,4,255,632,0,12,11,11,0
HARYANA,MAHENDRAGARH,2007,28,10,25,3,112,187,79,7,14,17,0
HARYANA,MEWAT,2007,35,44,28,20,24,208,162,17,13,18,0
HARYANA,PALWAL,2007,26,15,22,7,89,254,88,24,9,21,0
HARYANA,PANCHKULA,2007,18,11,25,1,103,216,2,9,0,9,0
HARYANA,PANIPAT,2007,35,34,33,4,225,664,37,23,11,13,0
HARYANA,REWARI,2007,18,22,35,7,159,334,61,35,12,30,0
HARYANA,ROHTAK,2007,56,18,30,7,209,472,56,20,31,18,0
HARYANA,SIRSA,2007,29,23,21,3,154,357,38,14,5,21,0
HARYANA,SONIPAT,2007,75,24,42,8,210,454,10,26,16,30,0
HARYANA,YAMUNANAGAR,2007,32,25,35,1,160,371,3,21,6,17,0
HARYANA,TOTAL,2007,911,488,801,139,4231,11047,1173,502,269,417,0
HIMACHAL PRADESH,BILASPUR,2007,1,6,11,0,50,81,34,6,0,33,0
HIMACHAL PRADESH,CHAMBA,2007,9,15,11,0,131,54,21,0,0,20,0
HIMACHAL PRADESH,G.R.P.,2007,0,0,0,0,0,3,1,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2007,7,5,16,0,71,67,32,1,1,29,0
HIMACHAL PRADESH,KANGRA,2007,22,20,25,0,94,125,136,1,3,38,0
HIMACHAL PRADESH,KINNAUR,2007,7,9,1,0,31,12,13,0,0,1,0
HIMACHAL PRADESH,KULLU,2007,11,22,12,1,61,74,64,2,0,22,0
HIMACHAL PRADESH,LAHAUL-SPITI,2007,1,1,1,0,2,3,3,0,0,1,0
HIMACHAL PRADESH,MANDI,2007,14,30,25,0,85,117,68,3,0,70,0
HIMACHAL PRADESH,SHIMLA,2007,15,27,28,0,126,246,111,9,1,46,0
